code|await_sync_at|barcode_df|barcode_items_df|cbenef_df|cbenef_items_df|cest_df|cest_items_df|cfop_df|cfop_items_df|cofins_aliquota_df|cofins_aliquota_items_df|description_df|description_items_df|divergent_columns_df|estado_destino_df|estado_destino_items_df|estado_origem_df|estado_origem_items_df|icms_aliquota_df|icms_aliquota_items_df|icms_aliquota_reduzida_df|icms_aliquota_reduzida_items_df|icms_cst_df|icms_cst_items_df|naturezareceita_df|naturezareceita_id|naturezareceita_items_df|ncm_df|ncm_items_df|pis_aliquota_df|pis_aliquota_items_df|piscofins_cst_df|piscofins_cst_items_df|protege_df|protege_items_df|sequencial_df|sequencial_items_df|status_item|sync_at|sync_validate_at
507313|2024-10-28 18:04:58.498525+00:00|7898927066154|7898927066154|||||5102|5102|0.0|7.6|STARLUX LIMP ESCOVA UNHA|STARLUX LIMP ESCOVA UNHA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96039000|96039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507314|2024-10-28 18:04:58.498525+00:00|7896894600616|7896894600616|||||5102|5102|0.0|7.6|ESPUMADEIRA GRDE RASA INFLEXIVEL SO INOX|ESPUMADEIRA GRDE RASA INFLEXIVEL SO INOX|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|73239300|73239300|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507315|2024-10-28 18:04:58.498525+00:00|7898014280050|7898014280050|||||5102|5102|0.0|7.6|PANO DE COPA ESTAMPADO C/ VIES E. TEMER|PANO DE COPA ESTAMPADO C/ VIES E. TEMER|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|63071000|63071000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507316|2024-10-28 18:04:58.498525+00:00|7909690251811|7909690251811|||||5102|5102|0.0|7.6|SAND HAV MASC TOP ALOHA BCO AZ 39/40|SAND HAV MASC TOP ALOHA BCO AZ 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507317|2024-10-28 18:04:58.498525+00:00|7896090403226|7896090403226||GO821019|2003400|2003400|5102|5102|0.0|0.0|SAB FRANCIS LUXO FLORES GEN AMAR 90G|SAB FRANCIS LUXO FLORES GEN AMAR 90G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507318|2024-10-28 18:04:58.498525+00:00|7898414588114|7898414588114|||||5102|5102|0.0|7.6|CACAROLA FUNDIDA N 22|CACAROLA FUNDIDA N 22|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|76151000|76151000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507319|2024-10-28 18:04:58.498525+00:00|7898945154321|7898945154321|||||5102|5102|0.0|7.6|MARMITA TERMICA TERMITA TNT NR 16|MARMITA TERMICA TERMITA TNT NR 16|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39239090|39239090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507320|2024-10-28 18:04:58.498525+00:00|7891051014527|7891051014527|||2006400|2006400|5405|5405|0.0|7.6|PRESTOBARBA GILLETE|PRESTOBARBA GILLETE|pis_aliquota, cofins_aliquota|||||0|0|0|0|60|60|0||0|82121020|82121020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507321|2024-10-28 18:04:58.498525+00:00|7896098900031|7896098900031|||1100400|1100400|5102|5102|0.0|7.6|LAVA ROUPAS PO YPE PREMIUM CART 500G|LAVA ROUPAS PO YPE PREMIUM CART 500G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507322|2024-10-28 18:04:58.498525+00:00|7897959809104|7897959809104|||||5102|5102|0.0|7.6|TRINCHA 2|TRINCHA 2|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96034090|96034090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507323|2024-10-28 18:04:58.498525+00:00|7896292001480|7896292001480|||1700600|1700600|5102|5102|0.0|7.6|ACHOCOLATADO LIGHT 300G MAGRO|ACHOCOLATADO LIGHT 300G MAGRO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18069000|18069000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507324|2024-10-28 18:04:58.498525+00:00|7896245700347|7896245700347|||1703200|1703200|5102|5102|0.0|7.6|BAT PALHA SLIGHT TRAD 140G|BAT PALHA SLIGHT TRAD 140G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20052000|20052000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507325|2024-10-28 18:04:58.498525+00:00|7909690495918|7909690495918|||||5102|5102|0.0|7.6|SAND HAV MASC TOP HYPE MAR LAR 39/40|SAND HAV MASC TOP HYPE MAR LAR 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507326|2024-10-28 18:04:58.498525+00:00|7899653780802|7899653780802|||0801000|0801000|5102|5102|0.0|7.6|RALADOR 4 FACES P/MESA 8 CMS|RALADOR 4 FACES P/MESA 8 CMS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82055100|82055100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507327|2024-10-28 18:04:58.498525+00:00|7896331100143|7896331100143||GO821019|1702500|1702500|5102|5102|0.0|0.0|MANTEIGA TAB C/S AVIACAO 200GR|MANTEIGA TAB C/S AVIACAO 200GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|23.0|126|04051000|04051000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507328|2024-10-28 18:04:58.498525+00:00|7897944321062|7897944321062|||1400600|1400600|5102|5102|0.0|7.6|CANECAO ECON.ANTIADERENTE CEREJA/CREME14(1.8L|CANECAO ECON.ANTIADERENTE CEREJA/CREME14(1.8L|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507329|2024-10-28 18:04:58.498525+00:00|7899674027481|7899674027481|||2002800|2002800|5102|5102|0.0|0.0|DESODORANTE AEROSOL ABOVE ANTITRA OCEAN|DESODORANTE AEROSOL ABOVE ANTITRA OCEAN|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33072010|33072010|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507330|2024-10-28 18:04:58.498525+00:00|7896779601677|7896779601677|||||5102|5102|0.0|7.6|SECADOR TALHER MAX OVAL 23X11X5|SECADOR TALHER MAX OVAL 23X11X5|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|76151000|76151000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507331|2024-10-28 18:04:58.498525+00:00|7891150062016|7891150062016|||1100700|1100700|5102|5102|0.0|7.6|LIMP CIF 500ML MULTIUSO ORIGINAL 10% DESC|LIMP CIF 500ML MULTIUSO ORIGINAL 10% DESC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507332|2024-10-28 18:04:58.498525+00:00|7897369200430|7897369200430|||1709500|1709500|5102|5102|0.0|7.6|PALMITO RIGOMEL PUPUNHA RODELA 300GR|PALMITO RIGOMEL PUPUNHA RODELA 300GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20089100|20089100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507333|2024-10-28 18:04:58.498525+00:00|7898618771701|7898618771701|||1400700|1400700|5102|5102|0.0|7.6|XICARA H ROD CAFE CONICA MARRON 6X1|XICARA H ROD CAFE CONICA MARRON 6X1|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|69111010|69111010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507334|2024-10-28 18:04:58.498525+00:00|039800099099|039800099099|||||5102|5102|0.0|7.6|PILHA ENERGIZER MAXX-SM -PALITO AAA2 4UN|PILHA ENERGIZER MAXX-SM -PALITO AAA2 4UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|85061019|85061019|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507335|2024-10-28 18:04:58.498525+00:00|7909843157373|7909843157373|||||5102|5102|0.0|7.6|SAND HAV MASC TOP TREND MAR AZ 43/44|SAND HAV MASC TOP TREND MAR AZ 43/44|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507336|2024-10-28 18:04:58.498525+00:00|7891055110010|7891055110010|||||5102|5102|0.0|7.6|ESC LOUCA CONDOR|ESC LOUCA CONDOR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96039000|96039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507337|2024-10-28 18:04:58.498525+00:00|8410179100050|8410179100050|||1706700|1706700|5102|5102|0.0|0.0|AZEITE EXT VIRG OLIVA BORGES 250ML|AZEITE EXT VIRG OLIVA BORGES 250ML|naturezareceita|||||19|19|19|19|0|0|0|22.0|125|15092000|15092000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507338|2024-10-28 18:04:58.498525+00:00|7898420978510|7898420978510|||0801000|0801000|5102|5102|0.0|7.6|CARRETILHA P/MASSA MIMO|CARRETILHA P/MASSA MIMO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82055100|82055100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507339|2024-10-28 18:04:58.498525+00:00|7898908593020|7898908593020||GO821019|||5102|5102|0.0|7.6|VICCINO VINAGRE DE FRUTAS MACA VITTA ORG ZERO|VICCINO VINAGRE DE FRUTAS MACA VITTA ORG ZERO|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|22090000|22090000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507340|2024-10-28 18:04:58.498525+00:00|7898489512779|7898489512779||GO821019|2003400|2003400|5102|5102|0.0|0.0|SAB DAVENE LA FLORES 180GR  PEONIA|SAB DAVENE LA FLORES 180GR  PEONIA|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507341|2024-10-28 18:04:58.498525+00:00|7898670270600|7898670270600|||1101200|1101200|5102|5102|0.0|7.6|SACO P/ LIXO 50 LTS C/ 10UN|SACO P/ LIXO 50 LTS C/ 10UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39232990|39232990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507342|2024-10-28 18:04:58.498525+00:00|7896314708984|7896314708984|||1101200|1101200|5102|5102|0.0|7.6|SACO P/ LIXO 100LTS C/ 5UN|SACO P/ LIXO 100LTS C/ 5UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39232990|39232990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507344|2024-10-28 18:04:58.498525+00:00|7909438041483|7909438041483||GO821022|1902700|1902700|5102|5102|0.0|7.6|CANETA ESF CIS SPIRO GLOW|CANETA ESF CIS SPIRO GLOW|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|96081000|96081000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507345|2024-10-28 18:04:58.498525+00:00|7909843032267|7909843032267|||||5102|5102|0.0|7.6|SAND HAV MASC TOP ALOHA BCO VD 39/40|SAND HAV MASC TOP ALOHA BCO VD 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507346|2024-10-28 18:04:58.498525+00:00|7898372446938|7898372446938|||1100500|1100500|5102|5102|0.0|7.6|LAVA LOUCAS +FAMILIA CLEAN 500ML|LAVA LOUCAS +FAMILIA CLEAN 500ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507347|2024-10-28 18:04:58.498525+00:00|7909690495789|7909690495789|||||5102|5102|0.0|7.6|SAND HAV MASC TOP HYPE PTO BCO 39/40|SAND HAV MASC TOP HYPE PTO BCO 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507348|2024-10-28 18:04:58.498525+00:00|7909690506973|7909690506973|||||5102|5102|0.0|7.6|SAND HAV KIDS TOP MINIONS AZ BCO 29/30|SAND HAV KIDS TOP MINIONS AZ BCO 29/30|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507349|2024-10-28 18:04:58.498525+00:00|7891022101119|7891022101119|||1101100|1101100|5102|5102|0.0|7.6|ESPONJA ACO BOMBRIL 8UN|ESPONJA ACO BOMBRIL 8UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|73231000|73231000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507350|2024-10-28 18:04:58.498525+00:00|7909438041827|7909438041827||GO821022|1902700|1902700|5102|5102|0.0|7.6|CANETA ESFEROGRAFICA CIS SPIRO 0.7MM ROSA|CANETA ESFEROGRAFICA CIS SPIRO 0.7MM ROSA|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|96081000|96081000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507351|2024-10-28 18:04:58.498525+00:00|7891035051203|7891035051203|||1100100|1100100|5102|5102|0.0|7.6|ALVEJANTE VANISH 500ML WHITE 30% DESC|ALVEJANTE VANISH 500ML WHITE 30% DESC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507352|2024-10-28 18:04:58.498525+00:00|7896894600333|7896894600333|||||5102|5102|0.0|7.6|CONCHA PARA FEIJAO CM|CONCHA PARA FEIJAO CM|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82159910|82159910|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507353|2024-10-28 18:04:58.498525+00:00|7896020153894|7896020153894|||2002100|2002100|5102|5102|0.0|0.0|CO INFANTIL TURMA XUXINHA 210ML|CO INFANTIL TURMA XUXINHA 210ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507355|2024-10-28 18:04:58.498525+00:00|7899655061336|7899655061336|||1400200|1400200|5102|5102|0.0|7.6|UD COPO VDO C/CANUDO VITRIZ FLAMIN 410ML|UD COPO VDO C/CANUDO VITRIZ FLAMIN 410ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|70133700|70133700|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507356|2024-10-28 18:04:58.498525+00:00|7890541597816|7890541597816|||||5102|5102|0.0|7.6|HAVAIANAS COLOR VERDE 39/40|HAVAIANAS COLOR VERDE 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507357|2024-10-28 18:04:58.498525+00:00|7909843238362|7909843238362|||||5102|5102|0.0|7.6|SAND HAV MASC ESSENTIA AREIA 41/42|SAND HAV MASC ESSENTIA AREIA 41/42|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507631|2024-10-28 18:04:58.498525+00:00|7893249866291|7893249866291|||||5102|5102|0.0|7.6|SAND HAV MASC TOP LOGOMANIA AZ 37/38|SAND HAV MASC TOP LOGOMANIA AZ 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507632|2024-10-28 18:04:58.498525+00:00|7890001001136|7890001001136|||||5102|5102|0.0|7.6|DISJUNTOR UNIPOLAR 32A|DISJUNTOR UNIPOLAR 32A|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|90211010|90211010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507633|2024-10-28 18:04:58.498525+00:00|7898283853252|7898283853252|||||5102|5102|0.0|7.6|BONECA COLECAO TUCA PC|BONECA COLECAO TUCA PC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|95030022|95030022|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507634|2024-10-28 18:04:58.498525+00:00|7909690495802|7909690495802|||||5102|5102|0.0|7.6|SAND HAV MASC TOP HYPE PTO BCO 43/44|SAND HAV MASC TOP HYPE PTO BCO 43/44|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507635|2024-10-28 18:04:58.498525+00:00|7500435172653|7500435172653||GO821019|2002300|2002300|5102|5102|0.0|0.0|CREME DENTAL ORAL B ESCUDO ANTIAC LV+PG M 150|CREME DENTAL ORAL B ESCUDO ANTIAC LV+PG M 150|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|26.0|129|33061000|33061000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507636|2024-10-28 18:04:58.498525+00:00|7909510639799|7909510639799|||||5102|5102|0.0|7.6|ISABABY SAND. IPANEMA BUH AZUL/AZUL 22|ISABABY SAND. IPANEMA BUH AZUL/AZUL 22|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507637|2024-10-28 18:04:58.498525+00:00|7896115704444|7896115704444|||2001700|2001700|5102|5102|0.0|0.0|SAB LIQ TRALALA BABY 250ML|SAB LIQ TRALALA BABY 250ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33051000|33051000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507638|2024-10-28 18:04:58.498525+00:00|||||1400200|1400200|5102|5102|0.0|7.6|COPO VDO SUCO IMP 290ML CONJ 3PC RISE|COPO VDO SUCO IMP 290ML CONJ 3PC RISE|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|70133700|70133700|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507639|2024-10-28 18:04:58.498525+00:00|7898566782620|7898566782620||GO821019|2003700|2003700|5102|5102|0.0|7.6|SAB INTIMO 15 ERVAS  200ML BIO INSTINTO|SAB INTIMO 15 ERVAS  200ML BIO INSTINTO|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|34013000|34013000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507640|2024-10-28 18:04:58.498525+00:00|7899560202190|7899560202190|||||5102|5102|0.0|7.6|BOTINA LATEX|BOTINA LATEX|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64019200|64019200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507641|2024-10-28 18:04:58.498525+00:00|7898150450669|7898150450669|||0201800|0201800|5102|5102|0.0|7.6|VODKA VOSNOF RED FRUTAS 900ML|VODKA VOSNOF RED FRUTAS 900ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22086000|22086000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507642|2024-10-28 18:04:58.498525+00:00|7909690029618|7909690029618|||||5102|5102|0.0|7.6|SAND HAV FEM SLIM GLITER II PTO CZ 37/38|SAND HAV FEM SLIM GLITER II PTO CZ 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507643|2024-10-28 18:04:58.498525+00:00|7891150060227|7891150060227||GO821019|2003700|2003700|5102|5102|0.0|7.6|SABONETE LIQ LUX BOTANICALS REFIL LAVANDA 200|SABONETE LIQ LUX BOTANICALS REFIL LAVANDA 200|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|34013000|34013000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507644|2024-10-28 18:04:58.498525+00:00|7891132082018|7891132082018|||1703500|1703500|5102|5102|0.0|7.6|AJI SAL AJINOMOTO 100G|AJI SAL AJINOMOTO 100G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21039021|21039021|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507645|2024-10-28 18:04:58.498525+00:00|||||0601100|0601100|5405|5405|0.0|0.0|CILINDRO DE GAS P45KG|CILINDRO DE GAS P45KG|naturezareceita|||||0|0|0|0|60|60|0|9.0|001|27111910|27111910|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507646|2024-10-28 18:04:58.498525+00:00||||GO821022|||5102|5102|0.0|7.6|BORRACHA ESCOLAR N40|BORRACHA ESCOLAR N40|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|40169200|40169200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507647|2024-10-28 18:04:58.498525+00:00|7909843658580|7909843658580|||||5102|5102|0.0|7.6|SAND HAV KIDS TOP ATHLETIC MAR 31/32|SAND HAV KIDS TOP ATHLETIC MAR 31/32|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507648|2024-10-28 18:04:58.498525+00:00|7897944303631|7897944303631|||||5102|5102|0.0|7.6|CACAROLA SUPER FORTE 18 ALCA 2.00 LITROS|CACAROLA SUPER FORTE 18 ALCA 2.00 LITROS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|76151000|76151000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507649|2024-10-28 18:04:58.498525+00:00|7896025537781|7896025537781|||2006100|2006100|5102|5102|0.0|7.6|ISACARE PENTE TIPO TARTARUGA REF0021A|ISACARE PENTE TIPO TARTARUGA REF0021A|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96151100|96151100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507650|2024-10-28 18:04:58.498525+00:00|7909510902848|7909510902848|||||5102|5102|0.0|7.6|ISABABY SANDALIA IPANEMA BRILHA ESC.ROSA 22|ISABABY SANDALIA IPANEMA BRILHA ESC.ROSA 22|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507651|2024-10-28 18:04:58.498525+00:00|7898245382219|7898245382219|||||5102|5102|0.0|7.6|CONES C/ BARBANTE CARAMELO 1KG 4/6|CONES C/ BARBANTE CARAMELO 1KG 4/6|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|52071000|52071000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507652|2024-10-28 18:04:58.498525+00:00|7890002016740|7890002016740|||||5102|5102|0.0|7.6|TORNEIRA JARDIM 1/2 AVILA|TORNEIRA JARDIM 1/2 AVILA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|84818019|84818019|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507653|2024-10-28 18:04:58.498525+00:00|7898933076802|7898933076802|||||5102|5102|0.0|7.6|BINGO FAMILY CLUB|BINGO FAMILY CLUB|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|95049090|95049090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507654|2024-10-28 18:04:58.498525+00:00|7896001001152|7896001001152|||||5102|5102|0.0|7.6|ESCOVA BETTAJEANS|ESCOVA BETTAJEANS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96039000|96039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507655|2024-10-28 18:04:58.498525+00:00|7891153026046|7891153026046|||||5102|5102|0.0|7.6|COLA COLORIDA ACRILEX EX 4 CORES|COLA COLORIDA ACRILEX EX 4 CORES|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|35061090|35061090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507656|2024-10-28 18:04:58.498525+00:00|7909690426134|7909690426134|||||5102|5102|0.0|7.6|SAND HAV FEM SLIM PALLET GLOW LILAS 37/38|SAND HAV FEM SLIM PALLET GLOW LILAS 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507657|2024-10-28 18:04:58.498525+00:00|7896027040012|7896027040012|||||5102|5102|0.0|7.6|JIMO CUPIM AEROSOL 400ML|JIMO CUPIM AEROSOL 400ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|38089192|38089192|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
507658|2024-10-28 18:04:58.498525+00:00|7896228101215|7896228101215|||1704802|1704802|5102|5102|0.0|0.0|LASAN BOLONHESA 600GR|LASAN BOLONHESA 600GR|naturezareceita|||||19|19|19|19|0|0|0|16.0|119|19022000|19022000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
