code|await_sync_at|barcode|cbenef|cest|cfop|cofins_aliquota|description|divergent_columns|estado_destino|estado_origem|icms_aliquota|icms_aliquota_reduzida|icms_cst|naturezareceita|naturezareceita_id|ncm|pis_aliquota|piscofins_cst|protege|sequencial|status_item|sync_at|sync_validate_at
508557|2024-10-28 18:04:58.498525+00:00|7898215152033||1702001|5102|0.0|LEITE COND PIRACANJUBA 2,5 KG BAG UN/0001/UN|pis_aliquota, cofins_aliquota|||19|19|0|0||04029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508558|2024-10-28 18:04:58.498525+00:00|7891149108763||0302100|5405|0.0|CORONITA EXTRA N OW 210ML|naturezareceita|||0|0|60|0|30.0|22030000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508559|2024-10-28 18:04:58.498525+00:00|7896894600319|||5102|0.0|ALMOFARIZ|pis_aliquota, cofins_aliquota|||19|19|0|0||44199000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508560|2024-10-28 18:04:58.498525+00:00|7898694371352||1400100|5102|0.0|POTICHE CACAU VITAZZA 18 CM|pis_aliquota, cofins_aliquota|||19|19|0|0||70134900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508561|2024-10-28 18:04:58.498525+00:00|6989112131656||1400100|5102|0.0|JOGO REFRESCO 7PCS COLMEIA VERDE|pis_aliquota, cofins_aliquota|||19|19|0|0||70134900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508562|2024-10-28 18:04:58.498525+00:00|6910960550191||1400200|5102|0.0|JOGO COPO 6 PCS 250ML C/BASE COLOR HIGH QUAL|pis_aliquota, cofins_aliquota|||19|19|0|0||70133700|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508563|2024-10-28 18:04:58.498525+00:00|7891155034513||1400200|5102|0.0|JOGO REFRESCO 05PCS BATUQUE|pis_aliquota, cofins_aliquota|||19|19|0|0||70133700|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508564|2024-10-28 18:04:58.498525+00:00|7891112002685|||5102|0.0|GARFO P/ASSADO CABO MADEIRA CARTELADAO|pis_aliquota, cofins_aliquota|||19|19|0|0||82159910|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508565|2024-10-28 18:04:58.498525+00:00|7897944340056|||5102|0.0|ASSADEIRA RETANG BAIXA 04|pis_aliquota, cofins_aliquota|||19|19|0|0||76151000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508566|2024-10-28 18:04:58.498525+00:00|7897944340049|||5102|0.0|ASSADEIRA RETANG BAIXA 03|pis_aliquota, cofins_aliquota|||19|19|0|0||76151000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508567|2024-10-28 18:04:58.498525+00:00|7897944340032|||5102|0.0|ASSADEIRA RETANG BAIXA 02|pis_aliquota, cofins_aliquota|||19|19|0|0||76151000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508568|2024-10-28 18:04:58.498525+00:00|7897944302177|||5102|0.0|FORMA PARA PÃO PEQUENA (229X107X45MM)|pis_aliquota, cofins_aliquota|||19|19|0|0||76151000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508569|2024-10-28 18:04:58.498525+00:00|7891000390078||1702100|5102|0.0|NESTLE BICAM IOG FRUTAS VERM 150G|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508571|2024-10-28 18:04:58.498525+00:00|||1400200|5102|0.0|COPO DE VIDRO LONG DRINK ÓPERA VERMELHO|pis_aliquota, cofins_aliquota|||19|19|0|0||70133700|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508572|2024-10-28 18:04:58.498525+00:00|7896855903039||0202400|5102|0.0|VINHO BRANCO SECO SELECAO PERGOLA 750 ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508573|2024-10-28 18:04:58.498525+00:00|7896037917304||0202400|5102|0.0|VINHO RESERVADO PINK MOSCATO MEIO SECO Q MORG|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508574|2024-10-28 18:04:58.498525+00:00|7896080001401||0200600|5102|0.0|CONHAQUE DOMECQ 1L|pis_aliquota, cofins_aliquota|||27|27|0|0||22082000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508575|2024-10-28 18:04:58.498525+00:00|7896010004007||0201800|5102|0.0|VODKA SKYY 980ML TRADICIO|pis_aliquota, cofins_aliquota|||27|27|0|0||22086000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508576|2024-10-28 18:04:58.498525+00:00|7898150450683||0201800|5102|0.0|VODKA VOSNOF MARACUJA 900ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22086000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508577|2024-10-28 18:04:58.498525+00:00|7898150450676||0201800|5102|0.0|VODKA VOSNOF BLEBERRY 900ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22086000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508578|2024-10-28 18:04:58.498525+00:00|4750021000157||0201800|5102|0.0|VODKA STOLICHNAYA 750ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22086000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508579|2024-10-28 18:04:58.498525+00:00|7896183001018||1709200|5102|0.0|AZEITONA RIVOLI VERDE 100GR|pis_aliquota, cofins_aliquota|||19|19|0|0||20057000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508581|2024-10-28 18:04:58.498525+00:00|7896383730145||0200400|5102|0.0|BEB YPIOCA FOGOSANTO 965ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22084000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508582|2024-10-28 18:04:58.498525+00:00|742832831857||0200400|5102|0.0|BEB CACHACA ORIZONA 750ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22084000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508583|2024-10-28 18:04:58.498525+00:00|7896037916581||0200300|5102|0.0|BEB. ALC. MISTA ARISTOCRATA 900 ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22089000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508584|2024-10-28 18:04:58.498525+00:00|3789603791726||0202400|5102|0.0|VINHO RESERVADO MERLOT SECO QUINTA DO MORGADO 750 ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508585|2024-10-28 18:04:58.498525+00:00|7896037917298||0202400|5102|0.0|VINHO RESERVADO MOSCATO SECO QUINTA DO MORGADO 750ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508586|2024-10-28 18:04:58.498525+00:00|7896037913719||1701000|5102|0.0|SUCO DE UVA TINTO INTEGRAL QUINTA DO MORGADO 1000 ML|pis_aliquota, cofins_aliquota|||19|19|0|0||20096100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508587|2024-10-28 18:04:58.498525+00:00||||5102|0.0|CONJ DISCO+CRUZETA INOX AB 22-4MM  -  REF RF 2010312|pis_aliquota, cofins_aliquota|||19|19|0|0||84389000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508588|2024-10-28 18:04:58.498525+00:00|7896490288867|||5102|0.0|MILHO PIPOCA DONA CLARA ALMOFADA 20X500G|pis_aliquota, cofins_aliquota|||12|12|0|0||10059010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508589|2024-10-28 18:04:58.498525+00:00|7894904951154||1707902|5102|0.0|BRISCKER REZENDE|pis_aliquota, cofins_aliquota|||19|19|0|0||16023210|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508590|2024-10-28 18:04:58.498525+00:00|7898132847012||1704300|5102|0.0|CROCKS CLUB BARRA CEREAL BRIGADEIRO 20G 12X1 R1936$|pis_aliquota, cofins_aliquota|||19|19|0|0||18063220|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508592|2024-10-28 18:04:58.498525+00:00|7897534806207||1100800|5102|0.0|TUFF PLUS AZUL 5L AMACIANTE|pis_aliquota, cofins_aliquota|||19|19|0|0||38099190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508593|2024-10-28 18:04:58.498525+00:00|7891962018546||1705200|5102|0.0|PANETTONE TOMMY 400G|pis_aliquota, cofins_aliquota|||19|19|0|0||19052010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508594|2024-10-28 18:04:58.498525+00:00|7891962018553||1705200|5102|0.0|PANETTONE TOMMY G.CHOC 400G|pis_aliquota, cofins_aliquota|||19|19|0|0||19052010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508595|2024-10-28 18:04:58.498525+00:00|7896036099001||1707500|5102|0.0|OLEO COCO PURILEV S/SABOR 500ML|naturezareceita|||12|12|0|0|22.0|15131900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508596|2024-10-28 18:04:58.498525+00:00|7896036093085||1707400|5102|0.0|OLEO COMPOSTO MARIA TRAD LT 200ML|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||15179010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508597|2024-10-28 18:04:58.498525+00:00|7908228805045|||5102|0.0|FINI MARSHMALLOWS MARSHBOO 80G|pis_aliquota, cofins_aliquota|||19|19|0|0||17049020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508598|2024-10-28 18:04:58.498525+00:00|7908228805038|||5102|0.0|FINI TUBES TROPICAL 80G|pis_aliquota, cofins_aliquota|||19|19|0|0||17049020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508599|2024-10-28 18:04:58.498525+00:00|7908228805120|||5102|0.0|FINI POLVO 80G|pis_aliquota, cofins_aliquota|||19|19|0|0||17049020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508600|2024-10-28 18:04:58.498525+00:00|7896360405585||1100100|5102|0.0|ALVEJANTE SEM CLORO ZUPP 2LT|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508601|2024-10-28 18:04:58.498525+00:00|7896286621168||1705300|5102|0.0|CORY PAO DE MEL QUERO-QUERO CHOC 300GR|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508602|2024-10-28 18:04:58.498525+00:00|7896286621649||1705602|5102|0.0|CORY PAO DE MEL QUERO-QUERO TRAD 300GR|pis_aliquota, cofins_aliquota|||19|19|0|0||19059020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508603|2024-10-28 18:04:58.498525+00:00|7896855909147||0202400|5102|0.0|VIN NAC PERGOLA 1LT TINTO SUAVE BORDO|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508604|2024-10-28 18:04:58.498525+00:00|7896022207786||1705300|5102|0.0|BISC RENATA 40GR COOKIES BAUN+GOTAS CHOC|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508605|2024-10-28 18:04:58.498525+00:00|7896022207809||1705300|5102|0.0|BISC RENATA 40GR COOKIES CHOC+GOTAS CHOC|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508606|2024-10-28 18:04:58.498525+00:00|7896855909130||0202400|5102|0.0|VIN NAC PERGOLA 1LT TIN DEMI SEC BORDO|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508607|2024-10-28 18:04:58.498525+00:00|7500435160056||1100800|5102|0.0|AMAC DOWNY LIBERDADE BR 450ML UN/0001|pis_aliquota, cofins_aliquota|||19|19|0|0||38099190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508609|2024-10-28 18:04:58.498525+00:00|7909843495987|||5102|0.0|SAND HAV COLOR ROSA FLUX 39/0 PT/0006/UN|pis_aliquota, cofins_aliquota|||19|19|0|0||64022000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508610|2024-10-28 18:04:58.498525+00:00|7909843495994|||5102|0.0|SAND HAV COLOR ROSA FLUX 41/2|pis_aliquota, cofins_aliquota|||19|19|0|0||64022000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508611|2024-10-28 18:04:58.498525+00:00|7898117692811|||5102|0.0|SACOLA BRANCA DE ALTA 50X60X5,0 PCT 2,5|pis_aliquota, cofins_aliquota|||19|19|0|0||39232190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508612|2024-10-28 18:04:58.498525+00:00||||5102|0.0|SACOLA BIO BRANCA ALTA 40X50X4,0 PCT C-2,5 KG|pis_aliquota, cofins_aliquota|||19|19|0|0||39232190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508613|2024-10-28 18:04:58.498525+00:00|7898117692835|||5102|0.0|SACOLA ALTA DENSIDADE 30X40 PCT C-2,5 KG|pis_aliquota, cofins_aliquota|||19|19|0|0||39232190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508614|2024-10-28 18:04:58.498525+00:00||||5102|0.0|SACOLA S/PIG. HORTIFRUTI 38X50 C/2,3KG|pis_aliquota, cofins_aliquota|||19|19|0|0||39232190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508615|2024-10-28 18:04:58.498525+00:00|7897047206952|||5102|0.0|TELA PORCO MORLAN F18 1,5MT 50MT UN/0001/UN|pis_aliquota, cofins_aliquota|||19|19|0|0||73144100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508618|2024-10-28 18:04:58.498525+00:00|7891991301138||0200300|5102|0.0|SKOL BEATS SENSES LONG NECK 269ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22089000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508619|2024-10-28 18:04:58.498525+00:00|7891991301114||0200300|5102|0.0|SKOL BEATS GT LONG NECK 269ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22089000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508620|2024-10-28 18:04:58.498525+00:00|7500435233446||2005000|5102|0.0|ABSORVENTE ALWAYS NOT SUAVE C/ABAS GD PROM 10UN|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||96190000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508621|2024-10-28 18:04:58.498525+00:00|7899706126335||2003700|5102|0.0|AGUA MICELAR LOREAL DERMO EXPRESS 200ML|pis_aliquota, cofins_aliquota|||19|19|0|0||34013000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508623|2024-10-28 18:04:58.498525+00:00|7500435232777||2001700|5102|0.0|SHAMPOO PANTENE QUERATINA PREENCHE E BLINDA 175ML|naturezareceita|||21|21|0|0|10.0|33051000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508624|2024-10-28 18:04:58.498525+00:00|7898900322062||1006200|5102|0.0|ABRAÇADEIRA 13X19 1/2X3/4 BORBOLETA|pis_aliquota, cofins_aliquota|||19|19|0|0||73269090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508625|2024-10-28 18:04:58.498525+00:00|7908169011635|||5102|0.0|AGULHEIRO MULTIUSO C/27PÇS|pis_aliquota, cofins_aliquota|||19|19|0|0||55081000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508626|2024-10-28 18:04:58.498525+00:00|7890000222006|||5102|0.0|BOIA PARA CAIXA DAGUA 3/4|pis_aliquota, cofins_aliquota|||19|19|0|0||84818099|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508627|2024-10-28 18:04:58.498525+00:00|7898969329095||1200700|5102|0.0|EXTENSAO PL 3 SAIDAS 2X0.75 5MTS|pis_aliquota, cofins_aliquota|||19|19|0|0||85444200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508628|2024-10-28 18:04:58.498525+00:00|7890002012346|||5102|0.0|JOELHO ROSCA 1/2|pis_aliquota, cofins_aliquota|||19|19|0|0||39174090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508629|2024-10-28 18:04:58.498525+00:00|7890003020609||0800700|5102|0.0|LAMINA SERRA 1224|pis_aliquota, cofins_aliquota|||19|19|0|0||82029990|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508630|2024-10-28 18:04:58.498525+00:00|7898688570228||1200200|5102|0.0|MERGULHAO ALUMINIO 220V*|pis_aliquota, cofins_aliquota|||19|19|0|0||85168090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508631|2024-10-28 18:04:58.498525+00:00|7898011976994||1007900|5102|0.0|TORNEIRA ESFERA 1/2'' MARCA THOMPSON|pis_aliquota, cofins_aliquota|||19|19|0|0||84818019|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508632|2024-10-28 18:04:58.498525+00:00|7898926060849|||5102|0.0|TORNEIRA TANQUE/MAQUINA TULIPA SLIM..|pis_aliquota, cofins_aliquota|||19|19|0|0||84818019|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508633|2024-10-28 18:04:58.498525+00:00|7891000405703||1700200|5102|0.0|CHOC NESTLE MOÇA 38GR|pis_aliquota, cofins_aliquota|||19|19|0|0||18063110|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508634|2024-10-28 18:04:58.498525+00:00|7891035618239|||5102|0.0|INSET SBP ELET REF 45N|pis_aliquota, cofins_aliquota|||19|19|0|0||38089119|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508635|2024-10-28 18:04:58.498525+00:00|7891035024221|||5102|0.0|REPELENTE REPELEX SPRAY 100ML FAMIL 20%|pis_aliquota, cofins_aliquota|||19|19|0|0||38089199|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508636|2024-10-28 18:04:58.498525+00:00|7896212920433||1704903|5102|0.0|MAC SEMOLA SAFRA PADRE NOSSO 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508637|2024-10-28 18:04:58.498525+00:00|7896212920419||1704903|5102|0.0|MAC SEMOLA SAFRA PARAFUSO 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508638|2024-10-28 18:04:58.498525+00:00|7896212920457||1704903|5102|0.0|MAC SEMOLA SAFRA PENNE 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508639|2024-10-28 18:04:58.498525+00:00|7892840821975||1703000|5102|0.0|SALG CHEETOS 48G CRUNCHY CHEDDAR|pis_aliquota, cofins_aliquota|||19|19|0|0||19041000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508640|2024-10-28 18:04:58.498525+00:00|7892840821951||1703000|5102|0.0|SALG CHEETOS 48G CRUNCHY CHEESE|pis_aliquota, cofins_aliquota|||19|19|0|0||19041000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508641|2024-10-28 18:04:58.498525+00:00|7892840818586||1703000|5102|0.0|SALG CHEETOS BOLA 37G QUEIJO SUIÇO|pis_aliquota, cofins_aliquota|||19|19|0|0||19041000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508642|2024-10-28 18:04:58.498525+00:00|7897195981510||0301300|5102|0.0|GALAO 1,7 LITROS - NECTAR DE UVA|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508643|2024-10-28 18:04:58.498525+00:00|7897195981473||0301300|5102|0.0|GALAO 1,7 LITROS - NECTAR DE CAJU|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508644|2024-10-28 18:04:58.498525+00:00|7897195981534||1701000|5102|0.0|GALAO 3 LITROS - SUCO DE LARANJA|pis_aliquota, cofins_aliquota|||19|19|0|0||20091200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508645|2024-10-28 18:04:58.498525+00:00|7891079014028||1704701|5102|0.0|MAC NISSIN LAMEN GALINHA CAIP PICANT 85G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19023000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508646|2024-10-28 18:04:58.498525+00:00|7896020470427|||5102|0.0|COLA THREE BOND SUPER 1000 (TRADICIONAL) 2G|pis_aliquota, cofins_aliquota|||19|19|0|0||35061010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508648|2024-10-28 18:04:58.498525+00:00|7898303140041||0300504|5405|0.0|AGUA MIN GOYA S/GAS PET 1,5L|naturezareceita|||0|0|60|0|29.0|22011000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508649|2024-10-28 18:04:58.498525+00:00|||1708400|5102|0.0|TRASEIRO ESPECIAL|naturezareceita|||12|12|0|0|18.0|02012020|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508650|2024-10-28 18:04:58.498525+00:00|7896212920396||1704903|5102|0.0|MAC. SEMOLA SAFRA ESPAGUETE8 30X500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508651|2024-10-28 18:04:58.498525+00:00|7896212920389||1704903|5102|0.0|MAC. SEMOLA SAFRA ESPAGUETE8 15X1KG|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508652|2024-10-28 18:04:58.498525+00:00|||1708400|5102|0.0|DIANTEIRO|naturezareceita|||12|12|0|0|18.0|02012010|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508653|2024-10-28 18:04:58.498525+00:00|7890988717532|||5102|0.0|SAPATO FUJIWARA ANTIDER PTO MOOV-452 N.38  -  REF C.A.38590|pis_aliquota, cofins_aliquota|||19|19|0|0||64019990|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508654|2024-10-28 18:04:58.498525+00:00|7897254125008|||5102|0.0|CARTAZ PARA MARCACAO SPLASH OFERTA AMARELO 16X20CM PCT.C/100|pis_aliquota, cofins_aliquota|||19|19|0|0||49111090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508655|2024-10-28 18:04:58.498525+00:00|7897254125121||1902800|5102|0.0|KIT DE ESCRITA PROFISSIONAL PDV C/5 PINCEIS UNIDADE 4877 - R|pis_aliquota, cofins_aliquota|||19|19|0|0||96082000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508656|2024-10-28 18:04:58.498525+00:00|7897982204495|||5102|0.0|MOUSE PAD GEL PRETO UNIDADE 0307 - BRIGHT|pis_aliquota, cofins_aliquota|||19|19|0|0||40161090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508657|2024-10-28 18:04:58.498525+00:00|7897256272236|||5102|0.0|SUPORTE PARA FITA EMPACOTAR JOCAR OFFICE LACRADORA UNIDADE 9|pis_aliquota, cofins_aliquota|||19|19|0|0||39269090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508658|2024-10-28 18:04:58.498525+00:00|7897254109497|||5102|0.0|TINTA MARCADOR PERMANENTE TINTA REFIL CARTAZ 500ML. PRET UNI|pis_aliquota, cofins_aliquota|||19|19|0|0||32151100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508659|2024-10-28 18:04:58.498525+00:00|7898073784568||2003201|5102|0.0|CERA DEPILATORIA EPHYGENY POTE CAMOMILA 500GR|naturezareceita|||21|21|0|0|10.0|33079000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508660|2024-10-28 18:04:58.498525+00:00|7898945558174||2002900|5102|0.0|CREME PES NUTRYDERM UREIA E MELALEUCA 230GR|naturezareceita|||21|21|0|0|10.0|33072090|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508661|2024-10-28 18:04:58.498525+00:00|7896046712686||2002000|5102|0.0|DESCOLORANTE CARE LISS PROTEINA SOJA 50GR|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508662|2024-10-28 18:04:58.498525+00:00|7898583346089||2005200|5102|0.0|LENÇO DEPILATORIO DERMACREAM FIBRA NAT 20FL+6ESP PROM|pis_aliquota, cofins_aliquota|||19|19|0|0||56039290|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508663|2024-10-28 18:04:58.498525+00:00|7908324404388||2003400|5102|0.0|SABONETE FRANCIS BRASILIDADES BEGE CARAMBOLA 80GR|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508664|2024-10-28 18:04:58.498525+00:00|7908324404395||2003400|5102|0.0|SABONETE FRANCIS BRASILIDADES LARANJA MANGA ROSA 80GR|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
508665|2024-10-28 18:04:58.498525+00:00|7908615062372||2002200|5102|0.0|TINTURA CORETON SEM AMONIA 2.0 PRETO|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508666|2024-10-28 18:04:58.498525+00:00|7896013544173||2002200|5102|0.0|TINTURA MAXTON 6.66 VERMELHO CEREJA|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
508667|2024-10-28 18:04:58.498525+00:00|7891962063874||1706200|5102|0.0|BISNAGUINHA BAUDUCCO 260G|pis_aliquota, cofins_aliquota|||19|19|0|0||19059090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508668|2024-10-28 18:04:58.498525+00:00|7896602900199|||5102|0.0|BICARBONATO PACHA 1KG|pis_aliquota, cofins_aliquota|||19|19|0|0||28363000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508669|2024-10-28 18:04:58.498525+00:00|7896286621823||1705602|5102|0.0|BISC CORY 100GR RECH HIPOPO CHOCOLATE|pis_aliquota, cofins_aliquota|||19|19|0|0||19059020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508670|2024-10-28 18:04:58.498525+00:00|7891200017324|||5102|0.0|COLA SUPER BONDER 3GR+20%|pis_aliquota, cofins_aliquota|||19|19|0|0||35061010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
508671|2024-10-28 18:04:58.498525+00:00|7896444212269||2002400|5102|0.0|FIO DENTAL WOMAN HILLO LV125 PG100M|naturezareceita|||19|19|0|0|26.0|33062000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
